Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Custom field (Source),Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-21772,22437316,Cluster exception for server Norkom: unable to update server state for topic ACQ_SCHEDULE_EVENT java.lang.NullPointerException,AManayangath,Norkom Apps Engineering,MMalkowski,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,7.5.0.0-a5,11/Oct/2017 10:37 AM,
Defect,3 - Medium,PLAT-21770,22437311,After reloading all applications section from base screen is not visible on other screen,RJackowiak,Norkom Apps Engineering,RJackowiak,Rejected,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a5,11/Oct/2017 10:10 AM,Cannot Reproduce
Defect,2 - High,PLAT-21768,22437284,BOTW 7.4 Build issues,,Norkom Services,KYalamarthi,Closed,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4,10/Oct/2017 10:01 PM,Environmental Issue
Defect,2 - High,PLAT-21763,22437146,CLONE - Server Crash due to Stackoverflow,peterjoos,RBI,peterjoos,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,Application Builder,,,,7.2.x,09/Oct/2017 03:34 PM,Duplicate
Defect,3 - Medium,PLAT-21756,22437083,CLONE - Insecure Configuration of Cookie Attributes,RNathan,Westpac,RNathan,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.3.1.6,08/Oct/2017 09:50 PM,Fixed
Defect,3 - Medium,PLAT-21750,22436892,Typo in ' Audit Logging' Data Action name,Pnolan,Norkom Engineering,PKilmartin,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a2,05/Oct/2017 03:41 PM,
Defect,3 - Medium,PLAT-21748,22436882,Standalone SM GUI errors in 7.4,,Norkom Engineering,VSavkoor,Closed,,,,,,,,,,,,,,,,,,,,,,,7.3.1,7.4,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.4.0.11,05/Oct/2017 02:26 PM,Done
Defect,3 - Medium,PLAT-21747,22436878,CLONE - [APPSDEV-174] [FTB-239] - Error when attempting to unlink an employee from a case,Pnolan,Norkom QA,Pnolan,Rejected,7.6,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,N/A,05/Oct/2017 01:55 PM,Not an issue
Defect,4 - Low,PLAT-21741,22436799,Lack of send param in standalone script,EBaggott,Norkom QA,JRajek,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.4.11,04/Oct/2017 04:19 PM,
Defect,3 - Medium,PLAT-21737,22436758,NullPointer exception in Alert Tagging when datasourceless profile field and cross view profiling is used in scenario definition,EBaggott,Norkom QA,MvanLaere1,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,6.7.2.17,04/Oct/2017 12:09 PM,
Defect,2 - High,PLAT-21729,22436664,CLONE - Profile rebuild does not support schedule variables,EBaggott,Norkom Services,esena,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,7.3,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.3.1.5,03/Oct/2017 02:48 PM,
Defect,2 - High,PLAT-21723,22436646,EIM Application Import Issue,Pnolan,HSBC,lgriffiths,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.0,03/Oct/2017 11:33 AM,
Defect,Uncategorised,PLAT-21721,22436626,Unit of measurement in duration field in users screen is missing,JLalor,Norkom QA,MPDarley,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.1.1.6,03/Oct/2017 08:44 AM,
Defect,3 - Medium,PLAT-21716,22436620,CLONE - ALM 1693 - ANZCB008 needs to be changed to a monthly scenario and tag all transactions,EBaggott,ANZ,ckivlehan,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,6.7.2.12,03/Oct/2017 07:26 AM,
Defect,3 - Medium,PLAT-21714,22436603,[FTB-251] - Watchperson Details Not Displaying for Entities Marked as Deleted,,Fifth Third,KYalamarthi,Closed,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.2.18,02/Oct/2017 09:58 PM,Won't Do
Defect,4 - Low,PLAT-21694,22436367,Wizzard screen is cut and mouse cursor is not active.,Pnolan,Nordea,jlech,New,,,,,,,,,,,,,,,,,,,,,,,6.1.2,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,2014-01-15,28/Sep/2017 01:34 PM,
Defect,3 - Medium,PLAT-21686,22436251,Re-build of WLM indexes fails in our 4.6 demo VM.,AManayangath,Norkom Apps Engineering,DTurowski,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.9,27/Sep/2017 02:25 PM,
Defect,3 - Medium,PLAT-21684,22436144,NullPointer Exception in DHCDistribution when message profile key is null,TMurphy,BOI,BNolan,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.3.1.5,26/Sep/2017 05:42 PM,
Defect,3 - Medium,PLAT-21675,22435893,"suppressDuplicateAlerts uses the level ID to determine if a risk level has changed, is this correct?",EBaggott,Norkom QA,MPDarley,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.1.1.6,22/Sep/2017 09:24 AM,
Defect,3 - Medium,PLAT-21674,22435892,CLONE - Will configuration change lead to fresh alerts if there are no changes to customer finger print,vikrammanoor2,Norkom QA,vikrammanoor2,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.1.1.6,22/Sep/2017 09:12 AM,Duplicate
Defect,4 - Low,PLAT-21671,22435830,queuing&routing:Manage subscribers>[chrome]matching users are populated on a new window if user hit 'enter' instead of the search button ,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.0-a1,21/Sep/2017 11:03 AM,
Defect,3 - Medium,PLAT-21668,22435701,Interactive List - Filtering with Dynamic Combo then refreshing screen removes filter,KOReilly,Norkom Engineering,scullen,Closed,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a1,20/Sep/2017 02:56 PM,Done
Defect,3 - Medium,PLAT-21667,22435697,Queuing&routing:logging out on screen 'refresh' after unsubscribe users from queue,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.0-a1,20/Sep/2017 02:28 PM,
Defect,2 - High,PLAT-21666,22435688,CLONE - [RNL-296] Narrativewithoptions transformer does not extract the narrative text correctly,JGutierrezRuiz,Norkom QA,JGutierrezRuiz,Under Analysis,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.1.1.8,20/Sep/2017 12:20 PM,
Defect,3 - Medium,PLAT-21663,22435682,Expression evaluation issue (double equals sign in returned results),,Norkom QA,KStramowski,Closed,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.5.0.0-a2,20/Sep/2017 11:00 AM,Core Product Issue
Defect,2 - High,PLAT-21662,22435661,P1 filter on employee trades section of alert screen,Pnolan,HSBC,DTurowski,New,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1,20/Sep/2017 09:16 AM,
Defect,4 - Low,PLAT-21660,22435619,NR Search-No warning messages-Attempt search while on tabular editing page with unsaved changes ,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,7.5,,,,,,,,,,,,,,,,,,,,,Application Builder,NR Search,,,,7.5.0.0-a1,19/Sep/2017 02:39 PM,
Defect,2 - High,PLAT-21659,22435617,NR Search-Search for indexed emails returns no results.(XMPException in logs),Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a1,19/Sep/2017 02:23 PM,
Defect,2 - High,PLAT-21648,22435547,User name printed in norkom log,,Norkom QA,IKCooper,Closed,7.6,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.14,18/Sep/2017 05:42 PM,Fixed
Defect,4 - Low,PLAT-21687,22435440,Audit screens - Missing section title resources,,Norkom Services,TFortin,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.10,15/Sep/2017 02:47 PM,Configuration Issue
Defect,3 - Medium,PLAT-21644,22435357,CLONE - Spell check on Notes is not working in IE but works in Chrome,,Norkom Services,HGough,Closed,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4,14/Sep/2017 02:28 PM,Environmental Issue
Defect,1 - Critical,PLAT-21636,22435128,ServerState entity must not be cached in 2nd level hibernate cache.,JPerek,Norkom Apps Engineering,JPerek,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.11,12/Sep/2017 08:10 AM,Fixed
Defect,2 - High,PLAT-21634,22435097,Pop Up not populating correctly,cjcargo,Norkom QA,cjcargo,Rejected,7.5,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,11/Sep/2017 05:37 PM,Not an issue
Defect,3 - Medium,PLAT-21632,22434963,CLONE - Standalone server deployments do not come packaged with JavaMail jars,Pnolan,Norkom QA,pbyrne1,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.1,08/Sep/2017 03:51 PM,
Defect,3 - Medium,PLAT-21624,22434859,Organization unit gets populated when trying to click type/sub type on Search for Alert Screen,Pnolan,Norkom Engineering,NSinha,New,7.3.1,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.7,07/Sep/2017 03:52 PM,
Defect,3 - Medium,PLAT-21601,22434788,Transliteration not working due to Hibernate mapping issue,AManayangath,Norkom QA,BPrincen,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.45,07/Sep/2017 09:59 AM,
Defect,3 - Medium,PLAT-21596,22434556,Index for multivalue column including values which do not satisfy the filter condition,AManayangath,Norkom Support,ASomani,New,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.0.14,06/Sep/2017 06:02 AM,
Defect,3 - Medium,PLAT-21595,22434456,Login screen is vulnerable to framing,,Rabobank,Pnolan,Closed,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.0,05/Sep/2017 10:21 AM,Not an issue
Defect,2 - High,PLAT-21593,22434385,CLONE - Structure de la liste worldcheck modifiée,AManayangath,Norkom Services,TRomano,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.3.1,04/Sep/2017 02:40 PM,
Defect,3 - Medium,PLAT-21591,22434357,Input data in the Text Normalization Test Screen not allow multiple lines,AManayangath,Norkom Engineering,GRusso,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.49,04/Sep/2017 12:12 PM,
Defect,3 - Medium,PLAT-21590,22434292,Missing CreateObjectGraphQueryAction in the Query Data Action type field,BNiemienionek,Norkom Engineering,BNiemienionek,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,7.6,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.11,04/Sep/2017 07:29 AM,Fixed
Defect,2 - High,PLAT-21588,22434251,CLONE - Field 70 leading to error in SWIFT trxns,,Norkom Services,djones4,Closed,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.4.1.6,01/Sep/2017 04:45 PM,Not an issue
Defect,3 - Medium,PLAT-21587,22434204,Datatypemodel - strictFormat,EBaggott,Norkom Services,JRajek,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,7.2.0.14,01/Sep/2017 07:49 AM,
Defect,3 - Medium,PLAT-21585,22434202,CLONE - LDAP User Replication error on 7.3.1.6,,Norkom Services,achopra,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.3.1.6,01/Sep/2017 06:52 AM,
Defect,2 - High,PLAT-21584,22434179,fingerprint-Hash code is  populated only when 'fingerprint' Output parameter is left blank,RJohn,Norkom QA,RJohn,Rejected,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.4.0.10,31/Aug/2017 04:35 PM,Project Config Issue
Defect,3 - Medium,PLAT-21582,22434142,Crossfilters - Link more than 1 Txn works incorrectly,LKonieczka,Norkom Apps Engineering,LKonieczka,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.10,31/Aug/2017 12:47 PM,Fixed
Defect,3 - Medium,PLAT-21581,22434131,fingerprint function-Input parameter 'fingerprint' is not consistent across different coreversions,JFolgado,Norkom QA,RJohn,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.4.0.10,31/Aug/2017 12:08 PM,
Defect,3 - Medium,PLAT-21580,22434121,Fingerprint function-includeFinalDelimiter parameter no longer available once existing configuration imported.,,Norkom QA,RJohn,Closed,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.4.0.10,31/Aug/2017 10:41 AM,Not an issue
Defect,3 - Medium,PLAT-21579,22434066,Interactive List section - Export to CSV can fail when on the screen there are visible 2 Interactive List sections,DTurowski,Norkom Apps Engineering,DTurowski,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.2.,7.2.1,7.3,7.3.1,7.4,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.10,30/Aug/2017 02:01 PM,Fixed
Defect,3 - Medium,PLAT-21577,22434011,Error when passing credentials to REST service,BNiemienionek,Norkom Engineering,BNiemienionek,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.10,30/Aug/2017 09:58 AM,Fixed
Defect,4 - Low,PLAT-21575,22433996,Improve performance of remove empty unused lists during FACTIVA Import ,AManayangath,ADIA,victorhernandez,New,,,,,,,,,,,,,,,,,,,,,,,6.5.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.5.2.21,30/Aug/2017 08:18 AM,
Defect,2 - High,PLAT-21574,22433964,CLONE - EIM screen history issue,,Norkom Services,JKonupek,Closed,7.5,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1,29/Aug/2017 04:44 PM,Fixed
Defect,3 - Medium,PLAT-21573,22433953,CLONE - Error during acq when updating the “badTable”,Pnolan,Norkom QA,CGinty,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Database,,,,,7.1.1.14,29/Aug/2017 03:10 PM,
Defect,2 - High,PLAT-21565,22433937,CLONE - Reporting mechanism doesn't scale well due to poor memory management and no usage of stream buffers,vsachin,Norkom Engineering,brentfisher,New,7.5,,,,,,,,,,,,,,,,,,,,,,6.5.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.5.1,29/Aug/2017 01:00 PM,
Defect,2 - High,PLAT-21564,22433862,Can't print a Case report,smielcarek,Norkom Services,SHanley,Need More Info,7.6,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Other,,,,,4.6,28/Aug/2017 03:55 PM,
Defect,2 - High,PLAT-21561,22433825,Workflow Configuration Import Issue,Pnolan,Norkom QA,JCamacho,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.2.1.53,28/Aug/2017 10:32 AM,
Defect,3 - Medium,PLAT-21560,22433789,Upgrade Path - can't import configuration after reset_gui,LKonieczka,Norkom Apps Engineering,LKonieczka,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Database,,,,,7.4.0.8,25/Aug/2017 04:45 PM,Fixed
Defect,2 - High,PLAT-21553,22433741,CLONE - Transformation error in uploading a file,EFitzgerald,Norkom QA,IAbletes,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.1.49,25/Aug/2017 08:10 AM,
Defect,3 - Medium,PLAT-21551,22433708,Remove Command & Control Applet,Pnolan,Norkom Engineering,JFolgado,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.4.0.10,24/Aug/2017 05:13 PM,
Defect,3 - Medium,PLAT-21550,22433686,Operational monitoring displays incorrect result for Sequence TPS after running for a couple of hours.,Pnolan,Norkom Apps Engineering,JPerek,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.4.0.6,24/Aug/2017 03:33 PM,
Defect,3 - Medium,PLAT-21547,22433649,CLONE - Dj - Grp: tag 89J A170800183575 - No hit on RKASAM22,ASrivastava,Norkom QA,ASrivastava,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.49,24/Aug/2017 09:34 AM,Duplicate
Defect,3 - Medium,PLAT-21546,22433604,Drag and Drop File Upload - MULTI-FILE upload : Files that were removed are listed along with newly selected files.,Pnolan,Norkom QA,vsachin,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.6,23/Aug/2017 03:52 PM,
Defect,4 - Low,PLAT-21545,22433597,Drag and Drop File Upload - MULTI-FILE upload : It is possible to select the same file more than once.,Pnolan,Norkom QA,vsachin,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.6,23/Aug/2017 02:42 PM,
Defect,4 - Low,PLAT-21544,22433575,Drag and Drop File Upload - A long file name causes the field to stretch beyond the section boundary.,Pnolan,Norkom QA,vsachin,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.6,23/Aug/2017 11:38 AM,
Defect,4 - Low,PLAT-21543,22433574,Drag and Drop File Upload - The field is out of section boundary when section is displayed between two sections.,Pnolan,Norkom QA,vsachin,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.6,23/Aug/2017 11:20 AM,
Defect,3 - Medium,PLAT-21542,22433537,Drag and Drop File Upload - The tmp file is not deleted from 'upload' folder after removing the file from the field.,Pnolan,Norkom QA,vsachin,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.6,23/Aug/2017 12:56 AM,
Defect,3 - Medium,PLAT-21541,22433535,Drag and Drop File Upload - It is not possible to upload file after removing a file from the field.,Pnolan,Norkom QA,vsachin,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.6,23/Aug/2017 12:42 AM,
Defect,3 - Medium,PLAT-21540,22433509,Filtering persisting across alerts,CToland,HSBC,cjcargo,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,22/Aug/2017 02:03 PM,
Defect,2 - High,PLAT-21539,22433459,CLONE - Few terms are not matching and alerts are not generating to the required team,AManayangath,ANZ,ASomani,Assigned,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.0.14,22/Aug/2017 02:32 AM,
Defect,4 - Low,PLAT-21536,22433439,"Create Groups | When creating a group, if I leave the ""Admin Group"" field blank, CFG-80065 error.",SWhelan,Norkom QA,SWhelan,Closed,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.6,21/Aug/2017 03:53 PM,Done
Defect,3 - Medium,PLAT-21633,22433327,"[EUS000214-87]Successful message is not displaying after clicking on Save or OK or Update button when updating values in related page(ex:update score, threshold, etc)",AManayangath,VISA,santharampothiraj,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.3.1.6,18/Aug/2017 04:37 PM,
Defect,3 - Medium,PLAT-21557,22433321,[EUS000214-90]Word wrap is not available for ‘List Description’,AManayangath,VISA,santharampothiraj,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.3.1.6,18/Aug/2017 04:09 PM,
Defect,1 - Critical,PLAT-21532,22433157,CLONE - SWIFT messages generating null pointer error with the 59F field,,Norkom Services,djones4,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.32,16/Aug/2017 07:14 PM,Not an issue
Defect,3 - Medium,PLAT-21530,22433137,sql clausule WITH throws error on List section (DB2 specific),Pnolan,Norkom Apps Engineering,LKonieczka,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.4,16/Aug/2017 02:44 PM,
Defect,3 - Medium,PLAT-21528,22433103,Default value shown in description and actual default value are different for two field parameters,Pnolan,Norkom Support,pshyamprasad,New,5.6,5.7.1,5.8.3,6.1,6.1.1,6.1.2,6.5.1,6.5.2,6.6.1,6.6.2,6.7.0,6.7.1,6.7.2,7.0.,7.0.1,7.1.,7.1.1,7.2.,7.2.1,7.3,7.3.1,7.4,5.6,5.7.1,5.8.3,6.1,6.1.1,6.1.2,6.5.1,6.5.2,6.6.1,6.6.2,6.7.0,6.7.1,6.7.2,7.0.,7.0.1,7.1.,7.1.1,7.2.,7.2.1,7.3,7.3.1,7.4,Application Builder,,,,,6.7.2.0,16/Aug/2017 08:51 AM,
Defect,3 - Medium,PLAT-21527,22433096,CLONE - Screen buttons +/- Images Broken Links on 7.3.1.6 SSO environment,RJohn,Norkom Services,RSatoor,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.6,16/Aug/2017 07:30 AM,Fixed
Defect,3 - Medium,PLAT-21526,22433084,remove the additional quote in the exported currency value,lan.doan,Norkom QA,jjimenez,In Progress,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.26,15/Aug/2017 07:08 PM,
Defect,3 - Medium,PLAT-21524,22433072,"CLONE - If a user is created with a 0 password expiry, then it is changed, the password expry date is null",Pnolan,Norkom Services,RHome,New,7.5,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,6.7.2.17,15/Aug/2017 04:44 PM,
Defect,3 - Medium,PLAT-21558,22432987,[EUS000214-83]Duplicate ‘Shared” values are displaying in “organization units” drop down box.,ARedmond,VISA,santharampothiraj,Assigned,7.6,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.6,14/Aug/2017 05:18 PM,
Defect,3 - Medium,PLAT-21559,22432977,[EUS000214-78]Organizational Units - Export into Excel - Column alignment issue,Pnolan,VISA,santharampothiraj,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.6,14/Aug/2017 04:35 PM,
Defect,3 - Medium,PLAT-21498,22432654,Upgrade Path - missing ACQ_FLOWs tables,AShaw,Norkom Apps Engineering,LKonieczka,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Database,,,,,7.4,09/Aug/2017 11:11 AM,
Defect,3 - Medium,PLAT-21496,22432652,Elements in the exported XML configuration file should always be sorted the same way,Pnolan,HSBC,kslawinski,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,Application Builder,Command and Control,Services Manager,Workflow Configurator,7.2.0.14,09/Aug/2017 10:51 AM,
Defect,3 - Medium,PLAT-21495,22432595,Pagination persisting,cjcargo,Norkom QA,cjcargo,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,08/Aug/2017 05:12 PM,
Defect,3 - Medium,PLAT-21494,22432587,CLONE - Export Simulator results when filter applied,,Norkom QA,cjcargo,Closed,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,08/Aug/2017 03:58 PM,User Error
Defect,3 - Medium,PLAT-21493,22432583,Export Simulator results when filter applied,cjcargo,Norkom QA,cjcargo,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,08/Aug/2017 02:37 PM,
